bnf_name,bnf_code,dose_per_unit,quantity,total_ome
Relevtec 35micrograms/hour transdermal patches,0407020B0BPAAAE,3.36,38024.0,12776063.59
Buprenorphine 15micrograms/hour transdermal patches,0407020B0AAAKAK,2.52,587948.0,148162894.81
Mezolar Matrix 100micrograms/hour transdermal patches,0407020A0BFAEAH,7.2,575489.0,414352076.69
Oxycodone 60mg modified-release tablets,0407020ADAAAQAQ,60.0,3235325.0,291179250.0
Hydromorphone 2.6mg capsules,040702050AAADAD,2.6,882315.0,11470095.0
Meptid 200mg tablets,0407020L0BBAAAB,200.0,1413165.0,8478990.0
Oxycodone 120mg modified-release tablets,0407020ADAAAPAP,120.0,1076959.0,193852620.0
Fentanyl_Tab Buccal 800mcg S/F,0407020A0AABGBG,0.8,57625.0,5993000.0
Co-Dydramol_Oral Susp 10mg/500mg/5ml,0407010N0AAAGAG,2.0,345938.0,69187.6
Maxitram SR 50mg capsules,040702040BPAAAG,50.0,5631623.0,28158115.0
Oxeltra 20mg modified-release tablets,0407020ADBLAHAG,20.0,1098526.0,32955780.0
MXL_Cap 150mg,0407020Q0BIAEDW,150.0,189596.0,28439400.0
Meptazinol HCl_Inj 100mg/ml 1ml Amp,0407020L0AAAAAA,100.0,1824.0,5472.0
Tramquel SR 50mg capsules,040702040BJAAAG,50.0,245402.0,1227010.0
Bupeaze 52.5micrograms/hour transdermal patches,0407020B0BIABAF,5.04,127602.0,64311405.94
Morph Sulph_Inj 15mg/1ml Amp,0407020Q0AAACAC,15.0,45215.0,1356450.0
MXL 90mg capsules,0407020Q0BIACDU,90.0,320992.0,28889280.0
Oxeltra 60mg modified-release tablets,0407020ADBLADAQ,60.0,225085.0,20257650.0
Tapentadol 20mg/ml oral solution sugar free,0407020AGAAAHAH,20.0,1168665.0,9349320.0
Oxeltra 5mg modified-release tablets,0407020ADBLAAAK,5.0,952944.0,7147080.0
DF 118 Forte 40mg tablets,0407020G0BCADAI,40.0,1049650.0,4198600.0
Mabron_Tab 200mg M/R (Morningside),040702040BHACAE,200.0,95133.0,1902660.0
Morph Sulph_Inj 20mg/1ml Amp,0407020Q0AAAFAF,20.0,83526.0,3341040.0
Oxylan_Tab 10mg M/R,0407020ADBFABAF,10.0,9192.0,137880.0
Hapoctasin 52.5micrograms/hour transdermal patches,0407020B0BGABAF,5.04,85283.0,42982630.62
MXL_Cap 120mg,0407020Q0BIADDV,120.0,179818.0,21578160.0
Morph Sulf_Inj 30mg/1ml 10ml Amp,0407020Q0AAFKFK,30.0,220.0,13200.0
Codipar_Cap 15mg/500mg,0407010F0BVABAV,15.0,288399.0,432598.5
Reltebon 40mg modified-release tablets,0407020ADBKADAH,40.0,1379290.0,82757400.0
Morph Sulf_Tab 200mg M/R,0407020Q0AAAGAG,200.0,72862.0,14572400.0
Oxycodone 50mg/1ml solution for injection ampoules,0407020ADAAANAN,50.0,440458.0,66068700.0
Reletrans 15micrograms/hour transdermal patches,0407020B0BKACAK,2.52,151301.0,38127851.69
Hydromorphone 2mg modified-release capsules,040702050AAAFAF,2.0,367880.0,3678800.0
Victanyl_Transdermal Patch 100mcg/hr,0407020A0BMADAH,7.2,5840.0,4204799.97
Diamorph HCl_Inj 500mg Amp,0407020K0AAAGAG,500.0,27103.0,40654500.0
Longtec_Tab 5mg M/R,0407020ADBEAAAK,5.0,165473.0,1241047.5
Sevodyne 5micrograms/hour transdermal patches,0407020B0BMAAAH,0.84,296991.0,24947243.8
Effentora_Tab Buccal 200mcg,0407020A0BKABBD,0.2,54758.0,1423708.0
Zamadol 24hr_Tab 300mg,040702040BDAJAM,300.0,34319.0,1029570.0
Actiq_Loz 1.6mg,0407020A0BCAFAP,1.6,36736.0,7641088.0
Pethidine 50mg/1ml solution for injection ampoules,0407020V0AAAAAA,50.0,280813.0,3369756.0
Palexia_SR Tab 100mg,0407020AGBBADAD,100.0,68167.0,2726680.0
Panitaz 10micrograms/hour transdermal patches,0407020B0BLABAI,1.68,33247.0,5585495.96
Mst Continus_Susp Gran Sach 60mg,0407020Q0BBAHDC,60.0,116282.0,6976920.0
Meptid_Inj 100mg/ml 1ml Amp,0407020L0BBABAA,100.0,2803.0,8409.0
Hydromorphone HCl_Cap 16mg M/R,040702050AAAAAA,16.0,127435.0,10194800.0
Palexia_Tab 50mg,0407020AGBBAAAA,50.0,103096.0,2061920.0
Reltebon 10mg modified-release tablets,0407020ADBKABAF,10.0,2586932.0,38803980.0
Oxeltra 30mg modified-release tablets,0407020ADBLACAR,30.0,472818.0,21276810.0
Diamorph HCl_Reefer 100mg,0407020K0AABCBC,100.0,2544.0,254400.0
Morph Sulf_Gran Sach 60mg M/R,0407020Q0AADCDC,60.0,24885.0,1493100.0
Tapentadol HCl_Tab 75mg,0407020AGAAABAB,75.0,69385.0,2081550.0
Methadone HCl_Inj 25mg/ml 2ml Amp,0407020M0AAA6A6,25.0,38581.0,2893575.0
Diamorph HCl_Liq Spec 180mg/5ml,0407020K0AADVDV,36.0,6650.0,239400.0
Morph/Cyclizine_Inj 15mg/50mg 1ml Amp,040702020AAABAB,15.0,3853.0,115590.0
Abstral_Tab Sublingual 200mcg,0407020A0BJABAX,0.2,99068.0,2575768.0
Physeptone_Inj 50mg/ml 1ml Amp,0407020M0BBAIAC,50.0,32280.0,4842000.0
Mabron_Tab 100mg M/R (Morningside),040702040BHAAAC,100.0,344038.0,3440380.0
Mabron 100mg modified-release tablets (Teva),040702040BHADAC,100.0,145479.0,1454790.0
Actiq_Loz 400mcg,0407020A0BCABAJ,0.4,57588.0,2994576.0
Targinact 40mg/20mg modified-release tablets,0407020AFBBADAD,40.0,1077460.0,64647600.0
Oldaram_Tab 100mg M/R,040702040BQAAAC,100.0,17403.0,174030.0
Morph Sulph_Tab 50mg,0407020Q0AADRDR,50.0,772827.0,38641350.0
Morphine 100mg modified-release capsules,0407020Q0AAEBEB,100.0,2138582.0,213858200.0
Bupeaze 35micrograms/hour transdermal patches,0407020B0BIAAAE,3.36,202842.0,68154909.82
Hydromorphone HCl_Cap 24mg M/R,040702050AAABAB,24.0,118614.0,14233680.0
OxyNorm_Inj 50mg/ml 1ml Amp,0407020ADBBAHAN,50.0,29544.0,4431600.0
Codipar 15mg/500mg tablets,0407010F0BVAAAK,15.0,6329032.0,9493548.0
Abtard 20mg modified-release tablets,0407020ADBMADAG,20.0,734084.0,22022520.0
MXL 150mg capsules,0407020Q0BIAEDW,150.0,282629.0,42394350.0
Yemex 25micrograms/hour transdermal patches,0407020A0BVABAE,1.8,18548.0,3338639.97
Morphine 30mg modified-release granules sachets sugar free,0407020Q0AACPCP,30.0,502880.0,15086400.0
Zamadol 24hr 150mg modified-release tablets,040702040BDAHAD,150.0,143640.0,2154600.0
Zamadol 24hr 200mg modified-release tablets,040702040BDAIAE,200.0,215983.0,4319660.0
Palladone-SR_Cap 8mg,040702050BBAEAC,8.0,92861.0,3714440.0
Solpadeine Plus soluble tablets,0407010X0BMABA0,8.0,1819417.0,1455533.6
OxyNorm 10mg/ml concentrate oral solution,0407020ADBBABAB,10.0,7315061.0,109725915.0
Zydol SR 100mg tablets,040702040BBACAC,100.0,3677685.0,36776850.0
Paracet/Dihydrocodeine_Tab 500mg/7.46mg,0407010N0AAAJAJ,7.46,5144.0,3837.42
Zeridame SR_Tab 200mg,040702040BLACAE,200.0,24813.0,496260.0
MXL 200mg capsules,0407020Q0BIAFEI,200.0,433707.0,86741400.0
Tradorec XL 300mg tablets,040702040BIACAM,300.0,139974.0,4199220.0
Maxitram SR 150mg capsules,040702040BPACAI,150.0,718615.0,10779225.0
Diamorphine 100mg powder for solution for injection vials,0407020K0AAEHEH,100.0,10079.0,3023700.0
Zydol SR 150mg tablets,040702040BBADAD,150.0,571297.0,8569455.0
Morphine 50mg tablets,0407020Q0AADRDR,50.0,1685823.0,84291150.0
Tradorec XL 100mg tablets,040702040BIAAAC,100.0,514393.0,5143930.0
Oxypro 15mg modified-release tablets,0407020ADBSACAS,15.0,311176.0,7001460.0
Fentanyl 200microgram buccal tablets sugar free,0407020A0AABDBD,0.2,805944.0,20954544.0
Dextromoramide Tart_Tab 5mg,0407020D0AAADAD,5.0,41796.0,835920.0
Filnarine SR_Tab 60mg,0407020Q0BMACAI,60.0,158255.0,9495300.0
Abtard 30mg modified-release tablets,0407020ADBMAFAR,30.0,334328.0,15044760.0
Reltebon 15mg modified-release tablets,0407020ADBKAFAS,15.0,392440.0,8829900.0
Diamorphine 30mg powder for solution for injection ampoules,0407020K0AAAEAE,30.0,1073293.0,96596370.0
Fentanyl 400microgram lozenges,0407020A0AAAJAJ,0.4,1031525.0,53639300.0
Fentalis Reservoir 50micrograms/hour transdermal patches,0407020A0BGABAF,3.6,26215.0,9437399.92
Physeptone 5mg tablets,0407020M0BBAAAE,5.0,7804882.0,117073230.0
Hydromorphone 1.3mg capsules,040702050AAAEAE,1.3,1115375.0,7249937.5
Diamorphine 500mg powder for solution for injection vials,0407020K0AAEIEI,500.0,2754.0,4131000.0
Codipar 15mg/500mg capsules,0407010F0BVABAV,15.0,2492578.0,3738867.0
Mabron 200mg modified-release tablets (Morningside),040702040BHACAE,200.0,268536.0,5370720.0
Actiq 200microgram loz with integral oromucosal applicator,0407020A0BCAAAI,0.2,309660.0,8051160.0
Diamorphine 10mg powder for solution for injection vials,0407020K0AAEGEG,10.0,47885.0,1436550.0
Palladone SR 8mg capsules,040702050BBAEAC,8.0,98605.0,3944200.0
Tapentadol 250mg modified-release tablets,0407020AGAAAGAG,250.0,1659854.0,165985400.0
Tramadol 37.5mg / Paracetamol 325mg efferv tab sugar free,040702040AABABA,37.5,1099489.0,4123083.75
Filnarine SR_Tab 100mg,0407020Q0BMADAH,100.0,62391.0,6239100.0
Tramadol 100mg/2ml solution for injection ampoules,040702040AAABAB,50.0,103900.0,519500.0
Palladone SR 16mg capsules,040702050BBAFAA,16.0,31164.0,2493120.0
Abtard 10mg modified-release tablets,0407020ADBMABAF,10.0,951787.0,14276805.0
Morphgesic SR 100mg tablets,0407020Q0BNADAH,100.0,652666.0,65266600.0
Solpadeine Plus capsules,0407010X0BMACA0,8.0,686333.0,549066.4
Zydol SR 50mg tablets,040702040BBAKAY,50.0,2318080.0,11590400.0
Morphine 120mg modified-release capsules,0407020Q0AADVDV,120.0,268134.0,32176080.0
OxyContin 120mg modified-release tablets,0407020ADBCAFAP,120.0,505971.0,91074780.0
Bupramyl 5micrograms/hour transdermal patches,0407020B0BQAAAH,0.84,3730.0,313320.0
Solpadeine Max 12.8mg/500mg tablets,0407010F0BPAAAP,12.8,358826.0,459297.28
Abstral 100microgram sublingual tablets,0407020A0BJAAAW,0.1,655876.0,8526388.0
OxyContin 60mg modified-release tablets,0407020ADBCAGAQ,60.0,1260521.0,113446890.0
Kapake 15mg/500mg tablets,0407010F0BHAFAK,15.0,953853.0,1430779.5
Fentanyl 600microgram sublingual tablets sugar free,0407020A0AABABA,0.6,79840.0,6227520.0
Morph Sulf_Inj 60mg/2ml Amp,0407020Q0AAAMAM,30.0,16490.0,989400.0
Oxypro 80mg modified-release tablets,0407020ADBSAHAI,80.0,233639.0,28036680.0
Reltebon 60mg modified-release tablets,0407020ADBKAHAQ,60.0,470456.0,42341040.0
MST Continus suspension 20mg granules sachets,0407020Q0BBAFCV,20.0,1123407.0,22468140.0
Invodol SR 100mg tablets,040702040BTAAAC,100.0,154711.0,1547110.0
Abstral 200microgram sublingual tablets,0407020A0BJABAX,0.2,500964.0,13025064.0
Osmanil_Transdermal Patch 50mcg/hr,0407020A0BLABAF,3.6,8916.0,3209759.97
Morph Sulph_Inj 60mg/2ml Amp,0407020Q0AAAMAM,30.0,42426.0,2545560.0
Zydol XL_Tab 400mg,040702040BBAJAN,400.0,55268.0,2210720.0
Oxypro 60mg modified-release tablets,0407020ADBSAGAQ,60.0,211155.0,19003950.0
Oxypro 40mg modified-release tablets,0407020ADBSAFAH,40.0,561835.0,33710100.0
Synastone_Inj 50mg/ml 1ml Amp,0407020M0BCABAC,50.0,9766.0,1464900.0
Palexia_SR Tab 200mg,0407020AGBBAFAF,200.0,20649.0,1651920.0
Morph HCl_Liq Spec 10mg/5ml,0407020P0AAASAS,2.0,144818.0,289636.0
Morph Sulf_Inj 20mg/1ml Amp,0407020Q0AAAFAF,20.0,27173.0,1086920.0
Osmanil_Transdermal Patch 12mcg/hr,0407020A0BLAEAU,0.864,5563.0,480643.2
Mabron_Tab 200mg M/R (Teva),040702040BHAFAE,200.0,32172.0,643440.0
Tilofyl_Patch 75mcg/hr,0407020A0BDACAG,5.4,1588.0,857519.99
Morph Sulph_Suppos 10mg,0407020Q0AACQCQ,10.0,8522.0,85220.0
Tramquel SR_Cap 200mg,040702040BJADAJ,200.0,65295.0,1305900.0
Hydromorphone 16mg modified-release capsules,040702050AAAAAA,16.0,186580.0,14926400.0
Methadone 50mg/1ml solution for injection ampoules,0407020M0AAACAC,50.0,312768.0,46915200.0
Co-Dydramol_Liq Spec 10mg/500mg/5ml,0407010N0AAACAC,2.0,442856.0,88571.2
Larapam SR_Tab 100mg,040702040BGAAAC,100.0,56106.0,561060.0
Fentanyl 100microgram buccal tablets sugar free,0407020A0AABCBC,0.1,610680.0,7938840.0
Zomestine 10mg modified-release tablets,0407020ADBNADAF,10.0,59958.0,899370.0
Hydromorphone 4mg modified-release capsules,040702050AAAGAG,4.0,432686.0,8653720.0
PecFent 100micrograms/dose nasal spray,0407020A0BPAABJ,0.1,85888.0,1374208.0
Tramacet 37.5mg/325mg effervescent tablets,040702040BFABBA,37.5,670056.0,2512710.0
Turgeon 35micrograms/hour transdermal patches,0407020B0BSAAAE,3.36,1922.0,645791.98
Zydol XL_Tab 300mg,040702040BBAIAM,300.0,41122.0,1233660.0
Zydol XL 300mg tablets,040702040BBAIAM,300.0,72403.0,2172090.0
Zydol XL 400mg tablets,040702040BBAJAN,400.0,98108.0,3924320.0
Codipar 15mg/500mg effervescent tablets,0407010F0BVACAW,15.0,283517.0,425275.5
Morphine sulfate 15mg/1ml solution for injection ampoules,0407020Q0AAACAC,15.0,208537.0,6256110.0
Morphine 90mg modified-release capsules,0407020Q0AADUDU,90.0,284865.0,25637850.0
Palladone SR 24mg capsules,040702050BBAGAB,24.0,32795.0,3935400.0
Dihydrocodeine 10mg/5ml oral solution,0407020G0AAAAAA,2.0,6431090.0,1286218.0
Fentalis Reservoir 75micrograms/hour transdermal patches,0407020A0BGACAG,5.4,18920.0,10216799.92
Reltebon 80mg modified-release tablets,0407020ADBKAEAI,80.0,664286.0,79714320.0
Palexia SR 150mg tablets,0407020AGBBAEAE,150.0,208654.0,12519240.0
Oxeltra 15mg modified-release tablets,0407020ADBLAGAS,15.0,295854.0,6656715.0
Effentora_Tab Buccal 600mcg,0407020A0BKADBF,0.6,8758.0,683124.0
Opiodur 25micrograms/hour transdermal patches (Pfizer),0407020A0BRABAE,1.8,1485.0,267300.0
Morph Sulf_Tab 50mg,0407020Q0AADRDR,50.0,225501.0,11275050.0
Oxylan_Tab 80mg M/R,0407020ADBFAEAI,80.0,1225.0,147000.0
Filnarine SR 30mg tablets,0407020Q0BMABAL,30.0,204128.0,6123840.0
Fentanyl_Tab Sublingual 800mcg S/F,0407020A0AABBBB,0.8,48399.0,5033496.0
Hydromorphone 8mg modified-release capsules,040702050AAACAC,8.0,361391.0,14455640.0
Morphine tartrate 15mg/1ml / Cyclizine tartrate 50mg inj amp,040702020AAABAB,15.0,2023.0,60690.0
Mabron 150mg modified-release tablets (Morningside),040702040BHABAD,150.0,110419.0,1656285.0
Zydol 50mg soluble tablets,040702040BBAFAF,50.0,597571.0,2987855.0
Morphine 150mg modified-release capsules,0407020Q0AADWDW,150.0,200089.0,30013350.0
Palladone_Cap 1.3mg,040702050BBAAAE,1.3,146833.0,954414.5
Morph/Cyclizine_Inj 10mg/50mg 1ml Amp,040702020AAAAAA,10.0,6276.0,125520.0
Abtard 5mg modified-release tablets,0407020ADBMAAAK,5.0,494484.0,3708630.0
Fentanyl_Tab Sublingual 300mcg S/F,0407020A0AAAYAY,0.3,33799.0,1318161.0
Fentalis Reservoir 25micrograms/hour transdermal patches,0407020A0BGAAAE,1.8,32309.0,5815619.95
Filnarine SR 10mg tablets,0407020Q0BMAAAK,10.0,306735.0,3067350.0
Palexia_SR Tab 250mg,0407020AGBBAGAG,250.0,11955.0,1195500.0
Actiq_Loz 1.2mg,0407020A0BCAEAN,1.2,37713.0,5883228.0
Fentanyl 800microgram buccal tablets sugar free,0407020A0AABGBG,0.8,112516.0,11701664.0
Fentanyl 200microgram sublingual tablets sugar free,0407020A0AAAXAX,0.2,412855.0,10734230.0
Abstral 300microgram sublingual tablets,0407020A0BJACAY,0.3,130236.0,5079204.0
Tephine 200microgram sublingual tablets,0407020B0BFAAAB,0.2,81152.0,973824.0
Abstral 600microgram sublingual tablets,0407020A0BJAEBA,0.6,98558.0,7687524.0
Co-codamol 8mg/500mg effervescent tablets sugar free,0407010F0AABABA,8.0,24662.0,19729.6
Yemex 12micrograms/hour transdermal patches,0407020A0BVAAAU,0.864,12705.0,1097711.99
Abtard 40mg modified-release tablets,0407020ADBMAEAH,40.0,468408.0,28104480.0
Methadone 10mg/1ml solution for injection ampoules,0407020M0AAAVAV,10.0,303284.0,9098520.0
Methadone HCl_Cap 30mg,0407020M0AABIBI,30.0,21112.0,1900080.0
Fentanyl 100microgram sublingual tablets sugar free,0407020A0AAAWAW,0.1,510417.0,6635421.0
Fentalis Reservoir 100micrograms/hour transdermal patches,0407020A0BGADAH,7.2,13734.0,9888479.92
Morph Sulph_Gran Sach 200mg M/R,0407020Q0AADEDE,200.0,26741.0,5348200.0
Solpadeine Max Solb_Tab,0407010X0BMADA0,12.8,62971.0,80602.88
Cyclimorph 15 solution for injection 1ml ampoules,040702020BBABAB,15.0,47934.0,1438020.0
Morph Sulf_Inj 15mg/1ml Amp,0407020Q0AAACAC,15.0,20722.0,621660.0
Palexia SR 250mg tablets,0407020AGBBAGAG,250.0,101624.0,10162400.0
Actiq 800microgram loz with integral oromucosal applicator,0407020A0BCADAL,0.8,72298.0,7518992.0
Pentazocine 50mg capsules,0407020T0AAAAAA,50.0,894812.0,16554022.0
Zamadol SR 200mg capsules,040702040BDAEAJ,200.0,805295.0,16105900.0
Effentora_Tab Buccal 100mcg,0407020A0BKAABC,0.1,27954.0,363402.0
PecFent_Nsl Spy 100mcg (8D),0407020A0BPAABJ,0.1,13253.0,212048.0
Zeridame SR_Tab 150mg,040702040BLABAD,150.0,6305.0,94575.0
Codeine Phos_Oral Soln 6.75mg/5ml,0407020C0AABABA,1.35,8000.0,1080.0
Fentanyl 600microgram buccal tablets sugar free,0407020A0AABFBF,0.6,94078.0,7338084.0
Victanyl_Transdermal Patch 75mcg/hr,0407020A0BMACAG,5.4,2673.0,1443419.99
Zamadol 50mg capsules,040702040BDAAAA,50.0,540064.0,2700320.0
Fentanyl 1.2mg lozenges,0407020A0AAANAN,1.2,132286.0,20636616.0
Diamorphine 10mg tablets,0407020K0AACBCB,10.0,1218770.0,12187700.0
Victanyl 100micrograms/hour transdermal patches,0407020A0BMADAH,7.2,20501.0,14760719.88
Oxylan 40mg modified-release tablets (Chanelle Medical),0407020ADBFADAH,40.0,35131.0,2107860.0
Invodol SR 150mg tablets,040702040BTABAD,150.0,23992.0,359880.0
Mst Continus_Susp Gran Sach 200mg,0407020Q0BBAJDE,200.0,13114.0,2622800.0
Relevtec 52.5micrograms/hour transdermal patches,0407020B0BPABAF,5.04,33784.0,17027135.46
Renocontin 15mg modified-release tablets,0407020ADBRACAS,15.0,40947.0,921307.5
Abtard 15mg modified-release tablets,0407020ADBMACAS,15.0,127356.0,2865510.0
Effentora 100microgram buccal tablets,0407020A0BKAABC,0.1,167366.0,2175758.0
Panitaz 5micrograms/hour transdermal patches,0407020B0BLAAAH,0.84,21656.0,1819103.99
Physeptone 10mg/1ml solution for injection ampoules,0407020M0BBABAV,10.0,50886.0,1526580.0
Ultramol_Solb Tab,0407010X0BZAAAY,8.0,40158.0,32126.4
Oxylan 10mg modified-release tablets (Chanelle Medical),0407020ADBFABAF,10.0,114145.0,1712175.0
Diamorph HCl_Reefer 20mg,0407020K0AAEUEU,20.0,5992.0,119840.0
Palladone-SR_Cap 24mg,040702050BBAGAB,24.0,34665.0,4159800.0
Osmach_Transdermal Patch 75mcg/hr,0407020A0BHACAG,5.4,1280.0,691199.99
Medocodene_Cap 30mg/500mg,0407010F0BRAAAD,30.0,8104.0,24312.0
Palladone-SR_Cap 16mg,040702050BBAFAA,16.0,36706.0,2936480.0
Palladone SR 2mg capsules,040702050BBACAF,2.0,103699.0,1036990.0
Victanyl 75micrograms/hour transdermal patches,0407020A0BMACAG,5.4,9100.0,4913999.96
Dypracet_Tab 30mg/500mg,0407010N0BFABAI,30.0,9366.0,28098.0
Morphine 200mg modified-release capsules,0407020Q0AAEIEI,200.0,413336.0,82667200.0
Bupramyl 20micrograms/hour transdermal patches,0407020B0BQACAJ,3.36,1225.0,411600.0
Victanyl_Transdermal Patch 50mcg/hr,0407020A0BMABAF,3.6,4643.0,1671479.99
Abstral_Tab Sublingual 300mcg,0407020A0BJACAY,0.3,27916.0,1088724.0
Marol 100mg modified-release tablets (Morningside),040702040BNAAAC,100.0,273034.0,2730340.0
Effentora_Tab Buccal 400mcg,0407020A0BKACBE,0.4,40556.0,2108912.0
Methadone 50mg/5ml solution for injection ampoules,0407020M0AAANAN,10.0,40541.0,1216230.0
Fentanyl 800microgram lozenges,0407020A0AAALAL,0.8,505377.0,52559208.0
Diamorphine 5mg powder for solution for injection vials,0407020K0AAEFEF,5.0,35639.0,534585.0
Actiq 400microgram loz with integral oromucosal applicator,0407020A0BCABAJ,0.4,228011.0,11856572.0
Abtard 60mg modified-release tablets,0407020ADBMAGAQ,60.0,185331.0,16679790.0
Busiete 10micrograms/hour transdermal patches,0407020B0BRABAI,1.68,1474.0,247632.0
MST Continus suspension 100mg granules sachets,0407020Q0BBAIDD,100.0,111775.0,11177500.0
Zydol XL 150mg tablets,040702040BBAGAD,150.0,97467.0,1462005.0
Palladone 1.3mg capsules,040702050BBAAAE,1.3,205740.0,1337310.0
Tilodol SR 100mg tablets,040702040BSAAAC,100.0,63514.0,635140.0
Oxeltra 80mg modified-release tablets,0407020ADBLABAI,80.0,204634.0,24556080.0
PecFent 400micrograms/dose nasal spray,0407020A0BPABBP,0.4,127255.0,8144320.0
Tramquel SR 200mg capsules,040702040BJADAJ,200.0,162898.0,3257960.0
PecFent_Nsl Spy 400mcg (8D),0407020A0BPABBP,0.4,22823.0,1460672.0
Tramadol 75mg modified-release tablets,040702040AAAPAP,75.0,84412.0,633090.0
Fentanyl 600microgram lozenges,0407020A0AAAKAK,0.6,411750.0,32116500.0
Renocontin 5mg modified-release tablets,0407020ADBRAAAK,5.0,98476.0,738570.0
Hydromorphone 24mg modified-release capsules,040702050AAABAB,24.0,123811.0,14857320.0
Pethidine 50mg/5ml solution for injection ampoules,0407020V0AAAPAP,10.0,105.0,252.0
Diamorph HCl_Reefer 40mg,0407020K0AADCDC,40.0,4816.0,192640.0
Renocontin 60mg modified-release tablets,0407020ADBRAGAQ,60.0,24576.0,2211840.0
Kapake_Tab Eff 30mg/500mg,0407010F0BHAEAF,30.0,2640.0,7920.0
Abstral_Tab Sublingual 600mcg,0407020A0BJAEBA,0.6,38813.0,3027414.0
Morphine sulfate 10mg suppositories,0407020Q0AACQCQ,10.0,68640.0,686400.0
Diamorphine 30mg powder for solution for injection vials,0407020K0AAEMEM,30.0,13847.0,1246230.0
Fentanyl 400microgram buccal tablets sugar free,0407020A0AABEBE,0.4,422226.0,21955752.0
Co-codamol 30mg/500mg/5ml oral solution sugar free,0407010F0AAAZAZ,6.0,66360.0,39816.0
Propain Plus_Capl,0407010X0BKACA0,10.0,21828.0,21828.0
Yemex 100micrograms/hour transdermal patches,0407020A0BVAEAH,7.2,14893.0,10722959.91
Palexia SR 50mg tablets,0407020AGBBACAC,50.0,826795.0,16535900.0
Physeptone 50mg/1ml solution for injection ampoules,0407020M0BBAIAC,50.0,34140.0,5121000.0
OxyNorm 20mg/2ml solution for injection ampoules,0407020ADBBAGAM,10.0,27153.0,814590.0
Prenotrix 52.5micrograms/hour transdermal patches,0407020B0BJABAF,5.04,782.0,394127.99
Victanyl 50micrograms/hour transdermal patches,0407020A0BMABAF,3.6,18969.0,6828839.95
Marol 200mg modified-release tablets (Morningside),040702040BNACAE,200.0,131476.0,2629520.0
MST Continus suspension 60mg granules sachets,0407020Q0BBAHDC,60.0,201237.0,12074220.0
Effentora 200microgram buccal tablets,0407020A0BKABBD,0.2,256514.0,6669364.0
Diamorph HCl_Cap 100mg,0407020K0AACZCZ,100.0,15414.0,1541400.0
Fentanyl_Loz 1.6mg,0407020A0AAAPAP,1.6,129923.0,27023984.0
Papaveret/Hyoscine_Inj 15.4/0.4mg 1ml Am,0407020ABAAAIAI,15.4,412.0,48854.96
Palexia 50mg tablets,0407020AGBBAAAA,50.0,442046.0,8840920.0
Solpadeine Max soluble tablets,0407010X0BMADA0,12.8,578871.0,740954.88
Tilodol SR 200mg tablets,040702040BSACAE,200.0,22300.0,446000.0
Pentazocine 25mg tablets,0407020T0AAABAB,25.0,890793.0,8239835.25
Oxylan 20mg modified-release tablets (Chanelle Medical),0407020ADBFACAG,20.0,98767.0,2963010.0
Codis 500 dispersible tablets,0407010W0BHAAAD,8.0,67804.0,54243.2
Tramadol 50mg/5ml oral suspension,040702040AAAZAZ,10.0,72800.0,72800.0
Oldaram_Tab 200mg M/R,040702040BQACAE,200.0,3770.0,75400.0
Morphine 60mg modified-release granules sachets sugar free,0407020Q0AADCDC,60.0,192927.0,11575620.0
Aspirin 500mg / Codeine 8mg dispersible tablets sugar free,0407010W0AAADAD,8.0,180794.0,144635.2
Oxycodone HCl_Liq Spec 5mg/5ml,0407020ADAAAJAJ,1.0,8625.0,12937.5
Morph Sulf_Cap 120mg M/R,0407020Q0AADVDV,120.0,36564.0,4387680.0
Victanyl_Transdermal Patch 25mcg/hr,0407020A0BMAAAE,1.8,6497.0,1169459.99
Lynlor_Cap 20mg,0407020ADBHACAE,20.0,8100.0,243000.0
Actiq_Loz 800mcg,0407020A0BCADAL,0.8,33876.0,3523104.0
Renocontin 30mg modified-release tablets,0407020ADBRAEAR,30.0,41478.0,1866510.0
Filnarine SR 60mg tablets,0407020Q0BMACAI,60.0,57904.0,3474240.0
Co-codaprin 8mg/400mg dispersible tablets,0407010M0AAABAB,8.0,263053.0,210442.4
Tramadol 100mg/ml oral drops,040702040AABBBB,100.0,86620.0,866200.0
Eroset 500mg/10mg tablets,0407010N0BIAAAA,10.0,1898480.0,1898480.0
Shortec 10mg/ml concentrate oral solution,0407020ADBJAHAB,10.0,984451.0,14766765.0
Osmanil 25micrograms/hour transdermal patches,0407020A0BLAAAE,1.8,18691.0,3364379.97
Cyclimorph 10 solution for injection 1ml ampoules,040702020BBAAAA,10.0,32995.0,659900.0
Morphine tartrate 10mg/1ml / Cyclizine tartrate 50mg inj amp,040702020AAAAAA,10.0,8794.0,175880.0
Renocontin 10mg modified-release tablets,0407020ADBRABAF,10.0,196839.0,2952585.0
Methadone 5mg capsules,0407020M0AABUBU,5.0,150117.0,2251755.0
Osmanil 50micrograms/hour transdermal patches,0407020A0BLABAF,3.6,17818.0,6414479.95
Abtard 80mg modified-release tablets,0407020ADBMAHAI,80.0,131849.0,15821880.0
Palexia 20mg/ml oral solution,0407020AGBBAHAH,20.0,36362.0,290896.0
Mabron_Tab 100mg M/R (Teva),040702040BHADAC,100.0,103175.0,1031750.0
Osmanil 75micrograms/hour transdermal patches,0407020A0BLACAG,5.4,9704.0,5240159.96
Tramquel SR 150mg capsules,040702040BJACAI,150.0,76434.0,1146510.0
